,goal_name,goal_name_key_pos,goal_weight,goal_words,goal_aver_word_len,goal_verbs_counter,goal_nouns_counter,goal_numr_counter,goal_adj_counter,goal_digit_counter,label_attractor_knowledge,label_attractor_hard_skill,label_attractor_soft_skill,label_attractor_tool,label_attractor_community,label_attractor_subjectivity,label_attractor_habits,label_attractor_career,label_attractor_fixing,label_attractor_art,label_attractor_health
11380,находиться в тренде современных технологий,находиться тренд современный технология,1.5417,5,7.6,1,2,0,1,0,1,1,1,0,1,1,0,0,0,0,0.0
11387,новые знания ,новый знание,0.023899999999999998,3,3.67,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0.0
11434,понимание предмета,понимание предмет,0.45,2,8.5,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0.0
11437,научиться программировать,научиться программировать,0.24000000000000002,2,12.0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0
11450,окончить автошколу ,окончить автошкола,1.25,3,5.67,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0.0
11465,быть многосторонне развитой личностью,быть многосторонний развитой личность,1.6467,4,8.5,1,1,0,2,0,1,1,1,0,0,0,0,1,1,0,0.0
11469,образование,образование,0.0435,1,11.0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0.0
11477,получение знаний ,получение знание,0.08370000000000001,3,5.0,0,2,0,0,0,1,1,1,0,0,1,0,0,1,0,0.0
11481,,,0.0,1,0.0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0.0
11494,научиться быстро и качественно решать задачи ,научиться решать задача,1.29,7,5.57,2,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0.0
11502,быть в курсе событий,быть курс событие,0.5884,4,4.25,1,2,0,0,0,1,1,1,0,0,0,0,1,1,0,0.0
11504,нагружать голову  чтобы иметь пищу для размышлений и построения новых умозаключений и выступлений перед публикой,нагружать голова иметь пища размышление построение новый умозаключение выступление публика,6.9878,16,6.06,2,7,0,1,0,1,0,0,0,0,1,1,0,1,0,1.0
11518,побывать во многих странах,побывать многий страна,1.75,4,5.75,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.0
11521,o,,0.0,1,1.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0.0
11535,организаторские умения,организаторский умение,1.0625,2,10.5,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0.0
11554,чтобы раскрыть максимально свой потенциал ,раскрыть свой потенциал,1.5145,6,6.17,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1.0
11559,быть успешным ,быть успешный,0.1646,3,4.0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0.0
11572,,,0.0,1,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
11582,быть нужной,быть нужный,0.2217,2,5.0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0.0
11592,компетентность,компетентность,0.2,1,14.0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0.0
11596,удовольствие,удовольствие,0.2,1,12.0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0.0
11599,здоровье  боюсь болезней  которые отбирают разум  делают нас животными,здоровье бояться болезнь который отбирать разум делать животное,4.2666,12,4.92,3,4,0,1,0,1,1,1,0,0,0,0,1,1,0,0.0
11600,достичь личностного роста,достигнуть личностный рост,0.39049999999999996,3,7.67,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0.0
11620,повышение общекультурного уровня,повышение общекультурный уровень,1.0548,3,10.0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0
11624,развитие финансово эконоомических знаний,развитие эконоомический знание,1.0361,4,9.25,0,2,0,1,0,1,1,1,0,0,0,0,1,0,0,0.0
11648,получить достойную профессию ,получить достойный профессия,0.3363,4,6.5,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1.0
11660,грамотным руководителем,грамотный руководитель,1.25,2,11.0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0.0
11681,картера ,картер,1.0,2,3.5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0
11699,учиться,учиться,0.1667,1,7.0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0.0
11716,поднять личный заработок,поднять личный заработок,0.8611,3,7.33,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0.0
11728,стать лучшей версии себя,стать хороший версия,0.6017,4,5.25,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0.0
11734,изучить тему сквозные технологии до февраля 2020,изучить тема сквозной технология февраль 2020,2.875,7,6.0,1,3,0,1,4,1,0,1,0,0,1,0,0,0,0,0.0
11743,встречи с интересными людьми,встреча интересный человек,1.1149,4,6.25,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0
11751,создать продукт,создать продукт,0.3429,2,7.0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0.0
11754,иметь представление о разных сферах жизнедеятельности ,иметь представление разный сфера жизнедеятельность,1.8313000000000001,7,6.86,1,3,0,1,0,1,1,0,0,0,0,0,0,1,0,0.0
11760,самопознание ,самопознание,1.0,2,6.0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0.0
11780,быть в тренде  знать что нового происходит вокруг и при возможности использовать  полученные знания,быть тренд знать новый происходить возможность использовать знание,1.99,16,5.25,4,3,0,1,0,1,1,1,0,0,1,0,1,0,0,0.0
11810,у меня одна цель,один цель,0.2576,4,3.25,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0.0
11819,быть на одном уровне с людьми  с которыми я общаюсь,быть один уровень человек который общаться,0.8589,11,3.73,2,2,0,2,0,1,1,0,1,0,1,0,1,0,0,0.0
11829,развитие у педагогов профессиональных качеств  способствующих  повышению качества образования,развитие педагог профессиональный качество повышение качество образование,0.6007,11,7.55,0,6,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
11834,прохождение курсов макияжа причесок и тд,прохождение курс макияж причёска,2.5667,6,5.83,0,4,0,0,0,1,1,0,1,0,0,0,1,1,0,0.0
11847,карьера ,карьера,0.2,2,3.5,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0.0
11857,,,0.0,1,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0
11864,найти своё призвание в жизни,найти свой призвание жизнь,1.1097000000000001,5,4.8,1,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0.0
11872,отработать механизм самостоятельного изучения предмета для использования этого алгоритма в дальнейшем,отработать механизм самостоятельный изучение предмет использование алгоритм дальнейший,5.6429,11,8.27,1,5,0,2,0,0,0,0,0,1,0,0,1,1,1,0.0
11876,освоить иностранные языки,освоить иностранный язык,0.39549999999999996,3,7.67,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
11892,повысить уровень владения языками,повысить уровень владение язык,0.3852,4,7.5,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
11896,передать опыт и профессиональные навыки молодежи,передать опыт профессиональный навык молодёжь,1.1402,6,7.17,1,3,0,1,0,1,1,1,0,0,1,0,1,0,0,0.0
11910,общаться с умными ,общаться умный,1.0,4,3.75,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
11911,помочь своим близким,помочь свой близкие,1.3477999999999999,3,6.0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0
11913,наработать не менее 1000 полезных контактов в образовании  стартапах и бизнесе к марту 2020,наработать 1000 полезный контакт образование стартап бизнес март 2020,5.4954,15,5.13,1,5,0,1,8,1,1,1,0,1,1,0,1,0,1,0.0
11927,здоровье,здоровье,0.3333,1,8.0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0.0
11952,построить бизнес,построить бизнес,1.0769,2,7.5,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0.0
11965,pmp,,0.0,1,3.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
11983,развитие,развитие,0.0238,1,8.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
11999,хочу стать 1с программистом,хотеть стать программист,1.197,4,6.0,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0.0
12015,прокачать навыки  связанные с социальной частью жизни,прокачать навык связанный социальный часть жизнь,2.4026,8,5.75,1,3,0,2,0,1,1,1,0,0,0,0,1,1,0,0.0
12035,развитие,развитие,0.0238,1,8.0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0.0
12050,освоить новую профессию,освоить новый профессия,0.2212,3,7.0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0.0
12059,делиться опытом работы с коллегами и приобретать новый опыт,делиться опыт работа коллега приобретать новый опыт,2.5671,9,5.67,2,4,0,1,0,1,1,1,1,0,1,0,0,0,0,0.0
12090,развитие профессиональных навыков,развитие профессиональный навык,0.064,3,10.33,0,2,0,1,0,1,1,1,0,0,0,0,1,0,0,0.0
12105,новые связи,новый связь,1.0116,2,5.0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0.0
12108,kl;,,0.0,1,3.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0.0
12110,овладеть новыми методами работы,овладеть новый метод работа,0.4338,4,7.0,1,2,0,1,0,1,1,1,0,0,1,0,0,0,0,0.0
12111,успех,успех,0.1667,1,5.0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0.0
12118,развитие личности,развитие личность,0.1488,2,8.0,0,2,0,0,0,1,1,1,0,0,0,0,1,1,0,0.0
12124,закончить курсы кройки и шитья,закончить курс кройка шитьё,2.1667,5,5.2,1,3,0,0,0,1,1,1,0,0,1,0,0,1,0,0.0
12156,стабильно читать по 1 книге в месяц ,читать 1 книга месяц,1.75,8,3.62,1,2,0,0,1,1,1,1,0,0,0,0,1,1,1,0.0
12181,дети,ребёнок,0.2,1,4.0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0.0
12187,карьерный рост,карьерный рост,0.1726,2,6.5,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0.0
12199,умение грамотно вести переговоры ,умение вести переговоры,1.0625,5,5.8,1,2,0,0,0,1,1,1,0,1,1,0,1,1,0,0.0
12219,сохранение и приумножение моей команды,сохранение приумножение мой команда,2.3929,5,6.8,0,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
12229,курс по развитию ораторских навыков,курс развитие ораторский навык,0.3622,5,6.2,0,3,0,1,0,0,0,1,0,1,1,1,0,0,0,0.0
12235,новые компетенции,новый компетенция,0.07039999999999999,2,8.0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0.0
12261,каждый день узнавать что то новое,каждый день узнавать новый,1.8449,6,4.67,1,1,0,2,0,1,1,1,0,1,1,0,1,0,0,0.0
12295,интерес,интерес,0.2,1,7.0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0.0
12297,стать наиболее компетентным,стать компетентный,0.5303,3,8.33,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0.0
12301,умение разрешать конфликты,умение разрешать конфликт,2.0625,3,8.0,1,2,0,0,0,1,1,1,0,1,0,0,0,1,0,0.0
12314,общение,общение,0.1111,1,7.0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0.0
12344,новые технологии,новый технология,0.1366,2,7.5,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0.0
12378,расширение кругозора  освоение новых смежных областей,расширение кругозор освоение новый смежный область,1.4476,7,6.71,0,4,0,2,0,1,1,1,0,0,0,0,0,0,0,0.0
12394,подтверждение того  что я знаю,подтверждение тот знать,1.75,6,4.17,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0
12414,обладать естественно научными знаниями,обладать научный знание,0.8455999999999999,4,8.75,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0.0
12456,улучшить понимание аналитики данных,улучшить понимание аналитик данные,0.9575999999999999,4,8.0,1,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0.0
12477,быть экспертом в вопросах своей области,быть эксперт вопрос свой область,0.6028999999999999,6,5.67,1,3,0,1,0,1,1,1,0,0,1,0,0,0,0,0.0
12486,общение,общение,0.1111,1,7.0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0.0
12511,познание нового,познание новый,0.1545,2,7.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1.0
12521,развиваться,развиваться,0.5,1,11.0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1.0
12528,корректироака профессилнальной деятедьности,корректироак профессилнальный деятедьность,3.0,3,13.67,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
12557,утоление собственного тщеславия большим багажом знаний,утоление собственный тщеславие больший багаж знание,3.5123,6,8.17,0,4,0,2,0,1,1,1,0,1,1,0,1,0,0,0.0
12576,работа в коллективе,работа коллектив,0.2722,3,5.67,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
12587,получить больше свободы в выборе места работы,получить свобода выбор место работа,2.0418000000000003,7,5.57,1,4,0,0,0,1,1,1,0,0,1,0,0,0,0,0.0
12594,открыть бизнес ,открыть бизнес,0.24359999999999998,3,4.33,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0.0
12598,узнать чужой опыт,узнать чужой опыт,1.1714,3,5.0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
12606,продать,продать,1.0,1,7.0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0.0
12608,путешествия с семьей ,путешествие семья,0.5667,4,4.5,0,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0.0
12619,поддерживать уровень образования,поддерживать уровень образование,0.5705,3,10.0,1,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0.0
12629,улучшить качество жизни,улучшить качество жизнь,0.2154,3,7.0,1,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0.0
12632,иметь большой кругозор,иметь большой кругозор,1.2096,3,6.67,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1.0
12648,стать учителем года ,стать учитель год,0.6414,4,4.25,1,2,0,0,0,1,1,1,0,1,0,0,1,0,1,0.0
12657,смотреть на любую задачу под разным углом и мировоззрением,смотреть любой задача разный угол мировоззрение,3.7262,9,5.56,1,3,0,2,0,1,1,1,0,1,1,0,1,0,0,0.0
12678,перезапустить свой бизнес в новых реалиях создать предпосылки к новому масштабу развития,перезапустить свой бизнес новый реалия создать предпосылка новый масштаб развитие,4.2813,12,6.42,2,5,0,3,0,0,1,1,0,0,0,0,1,0,0,0.0
12680,быть интересным человеком,быть интересный человек,0.1366,3,7.67,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0
12698,расширение круга компетенций,расширение круг компетенция,0.3114,3,8.67,0,3,0,0,0,1,0,1,0,1,1,1,0,0,0,0.0
12711,профессиональный рост ,профессиональный рост,0.0661,3,6.67,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0.0
12717,познакомиться с новыми людьми,познакомиться новый человек,0.3051,4,6.5,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0.0
12727,искусство,искусство,0.3333,1,9.0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0.0
12730,стать профессионалом в какой либо сфере,стать профессионал какой сфера,1.4091,6,5.67,1,2,0,1,0,1,1,1,0,1,1,0,1,0,1,0.0
12758,повышенее профессиональных навыков,профессиональный навык,0.0402,3,10.67,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0
12768,новое образование,новый образование,0.055099999999999996,2,8.0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
12809,усовершенствовать навыки ораторской речи риторики  выступить публично перед профессиональной публикой,усовершенствовать навык ораторский речь риторика выступить профессиональный публика,2.3235,11,8.27,2,4,0,2,0,1,1,1,0,0,0,0,0,0,1,0.0
12814,хорошая работа,хороший работа,0.0936,2,6.5,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
12815,усовершенствовать навыки ораторской речи риторики  выступить публично перед профессиональной публикой,усовершенствовать навык ораторский речь риторика выступить профессиональный публика,2.3235,11,8.27,2,4,0,2,0,1,1,1,0,0,0,0,1,0,0,0.0
12817,получить удовольствие от процесса,получить удовольствие процесс,0.4696,4,7.5,1,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0.0
12834,быть экспертом или достаточно разбираться в соответствующей области,быть эксперт разбираться область,0.7551,8,7.5,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0
12840,стать лучше как потенциальный работник,стать потенциальный работник,2.0303,5,6.8,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0
12860,стать квалифицированным развитым специалистом,стать развитой специалист,0.6212,4,10.5,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0.0
12921,польза для окружающих,польза окружающий,1.5,3,6.33,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0.0
12922,углубление знаний,углубление знание,0.179,2,8.0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
12927,устроиться на работу,устроиться работа,0.1651,3,6.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
12931,самопрогресс,самопрогресс,1.0,1,12.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
12962,выучиться на права,выучиться право,1.5,3,5.33,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
12969,научиться формировать коллектив,научиться формировать коллектив,1.29,3,9.67,2,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0.0
12971,купить домик в горах,купить домик гора,2.2,4,4.25,1,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0.0
12972,нарастить бизнес навыки,нарастить бизнес навык,1.0986,3,7.0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
12984,освоение навыков анализа данных и их использование в развитии экосистем ,освоение навык анализ данные использование развитие экосистема,2.2122,11,5.64,0,7,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
12985,найти работу,найти работа,0.0698,2,5.5,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
13001,быть успешным в данной отрасли,быть успешный отрасль,1.1646,5,5.2,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0.0
13009,через 2 года получит результаты ввиде побед в технологических конкурсах учеников проекта,2 год получить результат ввид победа технологический конкурс ученик проект,3.939,12,6.42,1,7,0,1,1,0,1,0,1,0,0,0,0,0,0,0.0
13029,изучать изменения в профессиональной среде,изучать изменение профессиональный среда,2.3518,5,7.6,1,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0.0
13049,дгк,,0.0,1,3.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
13058,найти работу,найти работа,0.0698,2,5.5,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
13069,приносить пользу,приносить польза,1.5,2,7.5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
13072,прокачать лидерские способности,прокачать лидерский способность,1.4583,3,9.67,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0.0
13076,развития гибких навыков ,развитие гибкий навык,1.0455,4,5.25,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0
13088,расширить кругозор в области управления данными  аналитики  развить управленческие навыки,расширить кругозор область управление данные аналитик развить управленческий навык,1.7718,12,6.5,2,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0
13112,повышение качества профессиональных знаний  профессиональный рост,повышение качество профессиональный знание профессиональный рост,0.20159999999999997,7,8.43,0,4,0,2,0,1,0,1,0,0,0,0,0,0,0,0.0
13124,найти свое предназначение,найти свой предназначение,0.5621,3,7.67,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0.0
13128,посещение новых мест  городов  стран,посещение новый место город страна,2.7616,7,4.29,0,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
13132,заработать 3 млнруб на консультационной деятельности,заработать 3 млнруб консультационный деятельность,3.3125,6,7.83,1,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0.0
13140,м,м,0.5,1,1.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
13177,заработок,заработок,0.25,1,9.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0
13182,продлить себе жизнь,продлить жизнь,1.0476,3,5.67,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0
13196,расширить кругозор  получить новый опыт,расширить кругозор получить новый опыт,0.36460000000000004,6,5.67,2,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0.0
13203,хочу стать одним из самых успешных людей и проводить свои бизнес тренинги,хотеть стать один самый успешный человек проводить свой бизнес тренинг,3.1415,12,5.17,3,3,0,4,0,1,1,0,0,0,0,0,0,0,0,0.0
13207,устроиться на престижную работу или открыть свое дело,устроиться престижный работа открыть свой дело,1.8463,8,5.75,2,2,0,2,0,1,1,1,1,1,1,1,1,1,1,0.0
13216,прокачать понимание мотивации людей,прокачать понимание мотивация человек,1.5768000000000002,4,8.0,1,3,0,0,0,1,1,1,0,1,1,0,0,0,0,0.0
13264,стать врач,стать врач,0.3636,2,4.5,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0
13267,поступить в ординатуру по специальности эндокринология,поступить ординатура специальность эндокринология,2.4583,6,8.17,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0
13290,получить хорошую работу ,получить хороший работа,0.1132,4,5.25,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0
13304,тоже самое ,самый,0.5,3,3.0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0.0
13329,повышение уровня своей эрудиции,повышение уровень свой эрудиция,0.40259999999999996,4,7.0,0,3,0,1,0,1,1,0,0,0,1,0,0,1,0,0.0
13333,создание интерактивного образовательного продукта для непрерывного обучения юристов ,создание интерактивный образовательный продукт непрерывный обучение юрист,3.7714000000000003,9,8.44,0,4,0,3,0,1,1,0,0,0,0,0,0,0,0,0.0
13336,развить профессиональные навыки,развить профессиональный навык,0.2402,3,9.67,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.0
13363,монетизация практическая реализация компетенции,монетизация практический реализация компетенция,0.9255,4,11.0,0,3,0,1,0,1,1,1,0,0,1,0,0,0,0,0.0
13364,монетизация практическое отработка компетенции,монетизация практический отработка компетенция,1.7255,4,10.75,0,3,0,1,0,1,1,1,0,0,0,0,0,1,0,0.0
13366,перспективы карьерного роста,перспектива карьерный рост,1.1726,3,8.67,0,2,0,1,0,1,1,1,0,0,1,1,0,0,0,0.0
13373,раскрытие своих способностей  талантов  особенностей через творчество  новые виды деятельности,раскрытие свой способность талант особенность творчество новый вид деятельность,3.9636,13,6.31,0,7,0,2,0,1,1,1,0,1,1,0,1,0,0,0.0
13375,профессиональные достижения,профессиональный достижение,0.1614,2,13.0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0.0
13382,усовершенствовать свою работу  жизнь,усовершенствовать свой работа жизнь,0.2843,5,6.4,1,2,0,1,0,1,1,1,0,0,1,0,0,0,1,0.0
13398,получить новые знания ,получить новый знание,0.0435,4,4.75,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0.0
13404,найти работу,найти работа,0.0698,2,5.5,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0.0
13430,развитие аналитических способностей,развитие аналитический способность,1.1488,3,11.0,0,2,0,1,0,1,1,1,0,1,1,0,0,0,0,0.0
13434,найти хорошую работу ,найти хороший работа,0.14120000000000002,4,4.5,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1.0
13480,повышение компетентности в бизнесе,повышение компетентность бизнес,0.30469999999999997,4,7.75,0,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0.0
13485,быть хорошим врачом ,быть хороший врач,0.4264,4,4.25,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0.0
13488,известность  признание,известность признание,1.5,3,6.67,0,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0.0
13499,совершать ошибки ,совершать ошибка,1.0,3,5.0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0.0
13514,повышение профессионального уровня,повышение профессиональный уровень,0.07329999999999999,3,10.67,0,2,0,1,0,1,1,1,0,1,1,0,0,1,1,0.0
13535,купить машину,купить машина,0.3667,2,6.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0
13551,саморазвитие,саморазвитие,0.0625,1,12.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
13557,изучить и научиться применять различные стили ведения переговоров ,изучить научиться применять различный стиль ведение переговоры,4.2067,9,6.44,3,3,0,1,0,1,1,1,0,0,1,0,0,0,0,0.0
13587,tjtejyetjej,,0.0,1,11.0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0.0
13596,знакомства с разными интересными людьми,знакомство разный интересный человек,0.4578,5,7.0,0,2,0,2,0,0,1,1,0,1,0,0,1,0,0,0.0
13610,почитать дополнительную информацию,почитать дополнительный информация,1.3111,3,10.67,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0.0
13629,всегда вести зож,вести зож,1.5,3,4.67,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0.0
13630,достижение новых вершин в своей деятельности,достижение новый вершина свой деятельность,1.2315,6,6.5,0,3,0,2,0,1,1,1,0,1,1,0,0,0,0,0.0
13656,навыки,навык,0.0217,1,6.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.0
13658,быть уверенным в своей работе,быть уверенный свой работа,0.5584,5,5.0,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0.0
13668,направление на предприятие,направление предприятие,1.2,3,8.0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
13704,узнать своё предназначение в жизни,узнать свой предназначение жизнь,0.6335,5,6.0,1,2,0,1,0,1,0,1,1,1,0,0,1,0,1,0.0
13709,помогать своим родителям с материальным положением ,помогать свой родитель материальный положение,2.5145,7,6.43,1,2,0,2,0,1,1,1,0,1,0,0,1,1,0,0.0
13710,финансовая независимость и успех,финансовый независимость успех,0.9999999999999999,4,7.25,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0.0
13723,получить степень mba,получить степень,0.5196,3,6.0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0
13735,применения этих знаний в работе,применение этот знание работа,0.6177999999999999,5,5.4,0,3,0,1,0,0,1,1,0,0,0,0,0,0,1,0.0
13747,устроиться на работу ,устроиться работа,0.1651,4,4.5,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.0
13750,получить диплом,получить диплом,0.21960000000000002,2,7.0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0.0
13763,работа ,работа,0.0222,2,3.0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0
13764,найти работу,найти работа,0.0698,2,5.5,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0.0
13766,хорошо думать,думать,1.0,2,6.0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0
13768,практиковать,практиковать,1.0,1,12.0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0.0
13795,самодостаточность,самодостаточность,1.0,1,17.0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0.0
13800,купить квартиру,купить квартира,0.5333,2,7.0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0.0
13824,выйти в круг коллег и стать передовым экспертом в области оценки и подбора лидеров цифровой трансформации ,выйти круг коллега стать передовой эксперт область оценка подбор лидер цифровой трансформация,6.630300000000001,17,5.29,2,8,0,2,0,1,1,1,0,0,1,0,0,0,0,0.0
13855,научиться интерьерному скетчинга до конца года,научиться интерьерном скетчинга конец год,2.6511,6,6.83,1,4,0,0,0,1,1,1,0,1,1,0,1,0,1,0.0
